@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R52-53,56,7,21,55,16,24,57,25,23,27,5,19,26,3,11,17,2,8,6,20,10,9,18,12,54,30,58_clustered'

@attribute Instance_number numeric
@attribute attribute_51 numeric
@attribute attribute_52 numeric
@attribute attribute_55 numeric
@attribute attribute_6 numeric
@attribute attribute_20 numeric
@attribute attribute_54 numeric
@attribute attribute_15 numeric
@attribute attribute_23 numeric
@attribute attribute_56 numeric
@attribute attribute_24 numeric
@attribute attribute_22 numeric
@attribute attribute_26 numeric
@attribute attribute_4 numeric
@attribute attribute_18 numeric
@attribute attribute_25 numeric
@attribute attribute_2 numeric
@attribute attribute_10 numeric
@attribute attribute_16 numeric
@attribute attribute_1 numeric
@attribute attribute_7 numeric
@attribute attribute_5 numeric
@attribute attribute_19 numeric
@attribute attribute_9 numeric
@attribute attribute_8 numeric
@attribute attribute_17 numeric
@attribute attribute_11 numeric
@attribute attribute_53 numeric
@attribute attribute_29 numeric
@attribute attribute_57 {0,1}
@attribute Cluster {cluster0,cluster1}

@data
151,1.32,0.33,140,1.12,1.69,5.135,0.56,0,190,0,0,0,2.25,3.95,0,0.56,0,2.82,0.56,0,0,0,0,0,0,0.56,0,0,1,cluster0
152,0.2,0,3,0,1.35,1.064,0,0,33,0,0,0,2.7,4.05,0,0.67,0,0.67,0,0,0,0,0,0,0.67,0,0,0,1,cluster0
153,1.055,0,16,0,0.62,2.033,0.62,0,120,0,0,0,0.62,1.24,0,0.62,0,0,0,0,0,0,0.62,0,0,0,0,0,1,cluster1
154,0.484,0,19,0,0.67,1.796,0.33,0,203,0,0,0,0.33,2.02,0,1.68,0,0,0,0,0,0,0.33,0,0,0,0,0,1,cluster0
155,0,0,11,0,2.38,2.375,4.76,0,38,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster0
156,0.117,0.117,186,1.31,3.94,48.5,0,0,291,0,0,0,1.31,1.31,0,0,0,1.31,0,1.31,0,1.31,1.31,1.31,0,0,0,0,1,cluster0
157,0.135,0,46,0.45,0.9,5.571,0.45,0,117,0,0,0,1.36,1.81,0,0,0,0.45,0,0,0.45,0,0,0,0.45,0,0,0,1,cluster1
158,1.088,0,107,0,0.85,5.714,0,0.42,200,0,0,0,0.85,0.85,0,0,0,1.7,0,0,0.85,0,0.42,0,0,2.13,0,0,1,cluster1
159,0,0.185,99,0,0.27,7.313,0,0,607,0,0,0,0.27,0.27,0,0,0,0,0,0,0,0,0.83,0,0,0,0.232,0,1,cluster1
160,0.146,0.146,99,0,0.43,6.233,0.43,0,642,0.21,0,0,0.43,0.21,0.21,0,0,0,0,0,0,0,0.65,0,0.21,0,0.183,0,1,cluster1
161,0.081,0.816,12,0,2.31,3.4,0,0,102,0,1.38,0,0,2.77,0,0.46,0,0.46,0,0.46,0,0,0,0,0.46,1.38,0,0,1,cluster0
162,0.265,0,38,0,1.31,3.121,0.87,0,437,0,0,0,0.29,3.66,0,0.29,0.29,0.29,0.14,0.29,0.29,0,0,0,0.43,0,0,0,1,cluster0
163,0,0,13,0.34,1.03,3.131,0.68,0,119,0,0,0,0,1.03,0,0.68,0,0,0.34,0,0,0,0.34,0,1.37,0,0,0,1,cluster1
164,0.081,0.816,12,0,2.31,3.4,0,0,102,0,1.38,0,0,2.77,0,0.46,0,0.46,0,0.46,0,0,0,0,0.46,1.38,0,0,1,cluster0
165,0.517,0,22,0.62,1.86,3.363,0,0.62,111,0,0,0,0,5.59,0,0.62,0,1.24,0,0,0,0,0,0,1.24,3.1,0,0,1,cluster0
166,0,0,34,1.05,0,4.5,0,0,108,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
167,0.7,0,61,0,1.06,3.768,0.35,0,260,0,0,0,0.35,1.77,0,0.35,0,0,0.71,0,0,0,0,0,1.42,0.71,0,0,1,cluster0
168,0.567,0.024,132,0.15,0.76,5.425,0.15,0,944,0,0,0,0.3,0.15,0,0.61,0.15,0,0.3,0,0,0.15,0.45,0,0.76,0,0.049,0,1,cluster1
169,0.518,0,33,0.57,1.15,10.117,0,0.57,172,0,0,0,0,4.62,0,0,0,0,0,0,0,0,0.57,0,0.57,1.15,0,0,1,cluster0
170,0.31,0,71,0.26,1.05,5.549,0.79,0.52,566,0,0,0,0.26,1.32,0,2.38,0.26,0,0,0,0,0,0,0.52,0,0,0,0,1,cluster0
171,0.095,0.013,48,0.08,3.17,4.07,0,0.08,574,0,0.34,0,0.42,1.2,0,0.08,0,0.17,0,0.42,0.08,0,0.08,0.08,0.08,0.6,0,0,1,cluster0
172,0.892,0,19,0,1.5,2,0.5,0,172,0,0,0,0.5,2.5,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,1,cluster0
173,1.443,0,16,0,0.54,1.969,0.54,0,130,0,0,0,0.54,1.64,0,0.54,0,0,0,0,0,0,0.54,0,0,0,0,0,1,cluster1
174,0.889,0,15,0,0.78,2.13,0,0,49,0,0.78,0,0,3.12,0,0,0.78,0.78,0,2.34,0.78,0,0.78,0,0,1.56,0,0,1,cluster0
175,0.968,0,18,0,1.02,2.179,0,0,85,0,1.02,0,0,4.08,0,0,1.02,0,0,2.04,0,0,0,0,0,0,0,0,1,cluster0
176,0,0,2,0,0,1.1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,1,cluster1
177,0.944,0.145,28,0,1.79,2.451,0.44,0.44,152,0,0,0,0.89,4.03,0,0,0,0,0,0,0,0,0.44,0,0,1.34,0.072,0,1,cluster0
178,0.583,0,121,0,1.32,4.024,0.33,0,326,0,0,0,0.33,2.64,0,0.66,0,0,0.66,0,0,0,0,0,1.32,0.66,0,0,1,cluster0
179,0.969,0,18,0,1.02,2.179,0,0,85,0,1.02,0,0,4.08,0,0,1.02,0,0,2.04,0,0,0,0,0,0,0,0,1,cluster0
180,0.258,0.258,300,0.08,0.77,5.297,0.08,0.34,694,0,0.34,0,0.08,3.01,0,0.25,0.34,0,0.25,0.25,0.43,0,1.46,0.08,0,0.51,0.113,0,1,cluster0
181,0.259,0.259,62,0.08,0.78,3.335,0.08,0.34,537,0,0.34,0,0.08,3.03,0,0.26,0.34,0,0.26,0.26,0.43,0,1.47,0.08,0,0.52,0.064,0,1,cluster0
182,0.835,0,107,0,0.87,5.114,0,0.43,179,0,0,0,0.87,0.87,0,0,0,1.74,0,0,0.87,0,0.43,0,0,2.18,0,0,1,cluster0
183,1.083,0.144,28,0,1.78,2.428,0.44,0.44,153,0,0,0,0.89,4.46,0,0,0,0,0,0,0,0,0.44,0,0,1.33,0.072,0,1,cluster0
184,0.118,0,7,0,0,1.307,0,0,68,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,1,cluster1
185,1.754,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
186,0.032,0.14,14,0,0.53,1.364,0.05,0.23,303,0,0.23,0,0.11,1.19,0,0.53,0,0,0.41,0.05,0.05,0.35,0,0.11,0.53,0.17,0,0,1,cluster1
187,0,0,60,3.12,0,9.428,3.12,0,66,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,1,cluster0
188,0.28,0.186,85,0,1.59,2.823,1.59,0.53,240,0,0.53,0,0.53,6.91,0,0,0,0.53,0,0,0.53,0,1.59,0,0.53,1.59,0,0,1,cluster0
189,0.135,0,46,0.93,1.4,4,0.46,0,96,0,0,0,1.4,1.87,0,0,0,0.46,0,0,0.46,0,0,0,0,0,0,0,1,cluster0
190,0,0,5,1.12,2.82,1.416,2.25,0,51,0,0.56,0,0.56,2.25,0,0.56,0.56,0,1.12,1.12,0.56,0,0,0,1.12,2.25,0,0,1,cluster0
191,0.83,0.069,43,0,5.29,3.215,0,1.32,164,0,0,0,0.66,5.29,0,1.32,0,0.66,0,0,0,2.64,0,0,0,0.66,0,0,1,cluster0
192,1.192,0,12,0,2.41,1.463,1.61,0,101,0,0,0,0.8,0.8,0,0,0,0,0.8,0,0,0,0.8,0,0.8,0.8,0,0,1,cluster0
193,0.585,0.046,132,0.14,0.58,5.02,0.14,0,979,0,0,0,0.29,0.43,0,0.87,0.14,0,0.29,0,0,0.14,0.43,0,0.72,0,0.046,0,1,cluster1
194,0.095,0.013,48,0.08,3.17,4.07,0,0.08,574,0,0.34,0,0.42,1.2,0,0.08,0,0.17,0,0.42,0.08,0,0.08,0.08,0.08,0.6,0,0,1,cluster0
195,0.294,0.147,11,0,0.81,2.333,0,0,63,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0.81,0,0,0.81,0,0,1,cluster1
196,1.18,0.252,68,1.08,1.08,5.323,0.54,0,181,0,1.62,0,0.54,4.32,0,1.08,0,0.54,0,0,0,0,0,0,0,0.54,0,0,1,cluster0
197,0.108,0.013,48,0.08,3.17,4.07,0,0.08,574,0,0.34,0,0.42,1.2,0,0.08,0,0.17,0,0.42,0.08,0,0.08,0.08,0.08,0.6,0,0,1,cluster0
198,1.183,0.253,68,1.07,1.07,5.454,0.53,0,180,0,1.61,0,0.53,4.3,0,1.07,0,0.53,0,0,0,0,0,0,0,0.53,0,0,1,cluster0
199,0.067,0,17,0.51,1.03,2.676,2.07,0,91,0,0,0,0,1.03,0,0,0,0,0.51,0,0,0,0.51,0,2.07,0,0,0,1,cluster1
200,1.045,0.321,140,1.09,1.64,5.047,0.54,0,212,0,0,0,2.19,3.84,0,0.54,0,3.29,0.54,0,0,0,0,0,0,0.54,0,0,1,cluster0
201,0.985,0.184,78,0,1.15,3.923,0.38,0,255,0,0.38,0,1.15,2.7,0,0.38,0,0.77,0,0,0,0,0.77,0,0,0.38,0,0,1,cluster0
202,0.869,0.186,78,0,1.17,4,0.39,0,256,0,0.39,0,1.17,2.73,0,0.39,0,0.78,0,0,0,0,0.78,0,0,0.39,0,0,1,cluster0
203,0.915,0,47,0.86,4.76,3.891,0,1.29,144,0,0,0,0.43,1.29,0,0.43,0,0.86,0,0,0,0,0,0,0.43,0.43,0,0,1,cluster0
204,0.187,0.112,30,0,0.68,3.184,0,0,363,0,1.6,0,0.68,1.83,0,0,0.22,0.91,0,0.45,0.45,0,0.22,0,1.83,0,0,0,1,cluster0
205,0.615,0,19,0,1.12,2.403,0.56,0,137,0,0,0,0.56,2.25,0,1.12,0,0,0,0,0,0,0.56,0,0,0,0,0,1,cluster0
206,0.893,0,16,0,0.55,2.122,0.55,0,121,0,0,0,0.55,1.67,0,0.55,0,0,0,0,0,0,0.55,0,0,0,0,0,1,cluster1
207,0.816,0.068,43,0,4.6,3.173,0,1.31,165,0,0,0,0.65,5.26,0,1.31,0,0,0,0,0,1.97,0,0,0,0.65,0,0,1,cluster0
208,0.353,0,13,0.61,1.23,2.25,0,0,81,0,0,0,0,2.46,0,0.61,0,1.23,0,0,0,0,0,0,1.85,0,0,0,1,cluster0
209,0.563,0.15,1038,0.44,3.33,86.65,0.44,0.44,1733,0,0.44,0,1.77,3.33,0,0.22,0,0,0.22,0.44,0.22,0,2.88,0.22,0.44,0.88,0,0,1,cluster0
210,0.287,0.223,62,0.08,0.94,3.314,0.08,0.34,537,0,0.34,0,0.08,3,0,0.25,0.34,0,0.42,0.25,0.42,0,1.63,0.08,0,0.51,0.079,0,1,cluster0
211,0,0,11,1.04,2.08,3.812,2.08,0,61,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster0
212,0.202,1.417,223,1.33,5.33,29.125,0,0,233,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster0
213,1.182,0.253,68,1.08,1.08,5.454,0.54,0,180,0,1.62,0,0.54,4.32,0,1.08,0,0.54,0,0,0,0,0,0,0,0.54,0,0,1,cluster0
214,0.08,0,18,0,0.62,2.111,0,0,57,0,0,0,2.5,3.12,0,0,0,1.25,0,0,0,0,0,0,0,0.62,0,0,1,cluster0
215,0.165,0.165,41,0,2.72,6.266,0.9,0,94,0,0,0,0,3.63,0,0,0,0,0.9,0,0,0,0,0,1.81,0,0,0,1,cluster0
216,0,0.022,20,0,0.02,1.423,0.05,0.02,965,0,0.37,0,0.25,0.05,0,0.15,0,0.22,0.02,0.02,0.2,0,0,0.15,0,0.25,0,0,1,cluster1
217,0,0.022,20,0,0.02,1.423,0.05,0.02,965,0,0.37,0,0.25,0.05,0,0.15,0,0.22,0.02,0.02,0.2,0,0,0.15,0,0.25,0,0,1,cluster1
218,0.212,0.185,583,0.53,1.16,6.815,0.62,0.08,1329,0,0.89,0,0.35,2.5,0,1.07,0.26,0.08,0.26,0.17,0.62,0.17,0.8,0.62,1.43,1.25,0.013,0,1,cluster0
219,0.468,0.267,61,0,0.48,3.315,0.96,0,242,0,0.96,0,0.96,1.44,0,0.48,0,0.96,0,0,0,0,0,0.48,0,0,0,0,1,cluster0
220,0.081,0.816,12,0,2.31,3.4,0,0,102,0,1.38,0,0,2.77,0,0.46,0,0.46,0,0.46,0,0,0,0,0.46,1.38,0,0,1,cluster0
221,0.366,0.061,12,0.68,1.37,1.895,0.68,0.34,91,0,0.34,0,1.03,5.86,0,0.68,0,0,0,0,0,0,0.68,0,0,0.68,0,0,1,cluster0
222,0.633,0.063,363,0,0.72,9.043,0.72,0.54,841,0,0,0,0.18,2.7,0,0.18,0.36,0,0,0,0,0.18,0.36,0.54,0.18,0.9,0,0,1,cluster0
223,0.779,0.021,49,0.39,1.57,2.689,1.57,0.39,476,0,0.13,0,0.39,2.61,0,0.52,0,0,0.26,0.13,0,0,0.26,0,0.26,0.78,0.021,0,1,cluster0
224,0,0.157,10,0.32,3.25,1.537,0.32,0.32,143,0,0,0,0.65,2.28,0,0.32,0,0.32,0,0.32,0.65,0,0,0,0,0.32,0.052,0,1,cluster0
225,0,0.159,10,0.32,3.24,1.537,0.32,0.32,143,0,0,0,0.64,2.27,0,0.32,0,0.32,0,0.32,0.64,0,0,0,0,0.32,0.053,0,1,cluster0
226,0.258,0.032,43,0,3.14,3.112,0.59,0.19,305,0,0,0,0.19,4.52,0,0.39,0,0.39,0.19,0.59,0,0,0,0,1.37,0.39,0,0,1,cluster0
227,0.188,0.112,30,0,0.69,3.105,0,0,354,0,1.61,0,0.69,1.84,0,0,0.23,0.92,0,0.46,0.46,0,0.23,0,1.84,0,0,0,1,cluster0
228,1.094,0,16,0,0.71,2.021,0.71,0,95,0,0,0,0.71,1.42,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
229,0,0.171,140,2.98,2.98,13,1.49,0,156,0,0,0,0,0,0,0,0,2.98,1.49,0,0,0,1.49,0,0,0,0.171,0,1,cluster0
230,0.884,0.752,47,0.16,0,5.328,0.5,0,1087,0.33,0,0,0.33,0.66,0,0.16,0.16,0,0,0,0,0,0,0.5,1.5,0,0.022,0,1,cluster1
231,0.683,0,19,0,1.1,2.338,0.55,0,145,0,0,0,0.55,2.2,0,1.1,0,0,0,0,0,0,0.55,0,0,0,0,0,1,cluster0
232,0.773,0.08,132,0.16,0.98,6.586,0.16,0,955,0,0,0,0.32,0.32,0,0.65,0.16,0,0.32,0,0,0.16,0.49,0,0.81,0,0.08,0,1,cluster1
233,0,0,13,0,0.36,1.543,0,0,88,0,0,0,1.81,0.72,0,0.72,0,0.72,0,0,0,0,0.36,0,0,0.36,0,0,1,cluster1
234,1.113,0.278,418,1.69,2.54,173,10.16,0.84,519,0,0,0,0,0.84,0,0,0,0.84,0.84,0,0,0,0.84,0.84,0,0.84,0.092,0,1,cluster0
235,0,0,3,0,0.64,1.103,0,0,32,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
236,0,0,3,0,0.64,1.103,0,0,32,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
237,0.088,0.013,48,0.08,3.14,4.16,0,0.08,1140,0,0.34,0,0.43,1.2,0,0.08,0,0.17,0,0.43,0.08,0,0.08,0.08,0.08,0.6,0,0,1,cluster0
238,0.471,0,147,2.18,1.09,15.08,0,0,377,0,0,0,1.09,3.27,0,0.54,0,0,0.54,0,0.54,0,0.54,0,0.54,0.54,0.078,0,1,cluster0
239,0,0.082,42,0,0.85,7.17,0.85,0,294,0,0,0,0,4.7,0,0.42,0,0,0,0,0,0,0,0,0.85,0.85,0.248,0,1,cluster0
240,1.806,0,5,0,2.1,1.293,1.05,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
241,0.129,0.193,71,0,1.12,7.258,0.22,0.22,617,0,0.22,0,0.22,1.35,0,0.45,0.22,0,0,0,0.22,0,0.45,0.67,0,0.9,0,0,1,cluster0
242,0.479,0,147,2.23,1.11,16.739,0,0,385,0,0,0,1.11,3.35,0,0.55,0,0,0.55,0,0.55,0,0.55,0,0.55,0.55,0.079,0,1,cluster0
243,0.814,0,15,0,0,2.6,0,0,39,0,1.12,0,0,4.49,0,0,1.12,0,0,2.24,1.12,0,0,0,0,1.12,0,0,1,cluster0
244,0,0.158,10,0.32,3.26,1.494,0.32,0.32,139,0,0,0,0.65,2.28,0,0.32,0,0.32,0,0.32,0.65,0,0,0,0,0.32,0,0,1,cluster0
245,0.937,0,116,0,3.59,11.888,0,0,214,0,0,0,0.71,1.43,0,1.43,0,2.87,0,0.71,0,0,0.71,0,2.87,0,0,0,1,cluster0
246,0.479,0,147,2.23,1.11,16.739,0,0,385,0,0,0,1.11,3.35,0,0.55,0,0,0.55,0,0.55,0,0.55,0,0.55,0.55,0.079,0,1,cluster0
247,0.145,0.437,10,1.07,2.15,1.823,2.15,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,1,cluster1
248,0.461,0.263,61,0,0.47,3.493,0.95,0,255,0,0.95,0,0.95,1.42,0,0.47,0,0.95,0,0,0,0,0,0.47,0,0,0,0,1,cluster0
249,0.862,0.707,51,0.15,0,5.423,1.11,0,1128,0.95,0,0,0.31,0.79,0,0.15,0.15,0,0,0,0,0,0.15,0.63,1.27,0,0.022,0,1,cluster1
250,0,0,21,0,0.39,2.5,0,0,130,3.58,0,0,0,0.39,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.39,1,cluster1
251,2.766,0.829,25,0,1.53,5.607,0,0,157,0,0,0,0,2.3,0,0,0,0,0,0,2.3,0,0,0,0,0.76,0,0,1,cluster0
252,0.39,0.097,119,0.08,0.73,5.594,0.48,0.16,1561,0,0.08,0,1.38,3.5,0,0.32,0,0.08,0.16,0,0.16,0,0.08,0.24,0.08,1.3,0.012,0,1,cluster0
253,0.75,0.305,94,0,1.04,3.401,1.11,0.69,966,0,0.06,0,0.27,2.37,0,0.55,0.41,0.69,0.2,0.27,0.2,0,0.97,0.27,0.06,1.04,0,0,1,cluster0
254,0.75,0.305,94,0,0.97,3.401,1.11,0.69,966,0,0.06,0,0.27,2.23,0,0.55,0.41,0.69,0.2,0.27,0.2,0,0.97,0.27,0.06,0.97,0,0,1,cluster0
255,2.453,0,26,0,0,4.153,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
256,0.931,0,117,0,3.57,12.055,0,0,217,0,0,0,0.71,1.42,0,1.42,0,2.85,0,0.71,0,0,0.71,0,2.85,0,0,0,1,cluster0
257,1.62,0.347,22,0,2.4,2.604,0.8,0,125,0,0.8,0,1.6,1.6,0,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,1,cluster0
258,0,0.162,50,0.33,3.3,2.195,0.33,0.33,202,0,0,0,0.99,1.98,0,0.33,0,0.33,0,0.33,0.99,0,0,0,0,0.33,0.054,0,1,cluster0
259,0.159,0.159,44,0.07,1.85,3.456,0,0.14,802,0,0,0,0.51,3.55,0,0.81,0.07,0.14,0.37,0,0.29,0,0.37,0.07,0.44,1.48,0.009,0,1,cluster0
260,0,0.161,50,0.33,3.3,2.195,0.33,0.33,202,0,0,0,0.99,1.98,0,0.33,0,0.33,0,0.33,0.99,0,0,0,0,0.33,0.053,0,1,cluster0
261,0.862,0.707,51,0.15,0,5.423,1.11,0,1128,0.95,0,0,0.31,0.79,0,0.15,0.15,0,0,0,0,0,0.15,0.63,1.27,0,0.022,0,1,cluster1
262,0.043,0,14,0,0.93,1.741,0.31,0,155,0,0.31,0,1.24,2.48,0,0.62,0,0,0,0,0.62,0,0,0,0,0,0,0,1,cluster0
263,0.665,0.083,132,0.17,0.86,6.294,0.17,0,963,0,0,0,0.34,0.17,0,0.69,0.17,0,0.34,0,0,0.17,0.51,0,0.86,0,0.083,0,1,cluster1
264,0.271,0.135,26,0,1.58,3.257,0.79,0,114,0,0,0,0,3.17,0,0,0,0.79,0.79,0,0,0,0,0,1.58,0,0,0,1,cluster0
265,0.204,0.127,73,0,0.88,2.962,0.14,0.44,400,0,0,0,0,2.35,0,0.29,0.14,0,0.14,0,0,0.14,0.29,1.17,0.14,0.58,0.102,0,1,cluster0
266,0.784,0,39,0,3.33,5.687,0,0,91,0,0,0,1.11,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster0
267,0.203,0.203,34,0,1.5,2.866,0.25,0.25,129,0,0,0,0,2.5,0,1,0,0.5,0,0.25,0.25,0,0,0,0,1.5,0,0,1,cluster0
268,0.09,0.09,9,1.16,2.92,1.829,0.58,0,75,0,0,0,2.33,2.92,0,0,0.58,0,0,0,0,1.16,0,0,0.58,0,0,0,1,cluster0
269,0.204,0.127,73,0,0.88,2.962,0.14,0.44,400,0,0,0,0,2.35,0,0.29,0.14,0,0.14,0,0,0.14,0.29,1.17,0.14,0.58,0.102,0,1,cluster0
270,0.204,0.127,73,0,0.88,2.962,0.14,0.44,400,0,0,0,0,2.35,0,0.29,0.14,0,0.14,0,0,0.14,0.29,1.17,0.14,0.58,0.102,0,1,cluster0
271,0.829,0,8,0.58,0,2.529,0.58,0,86,0,0,0,1.17,1.76,0,0.58,0,0,0,0,0,0,0,0,0,0.58,0,0,1,cluster1
272,0.041,0.124,32,0,1.01,3.181,0,0,210,0,0,0,0.75,3.29,0,0,0,0.5,0.25,0,0,0,0.75,0.25,0,1.51,0.124,0,1,cluster0
273,0,0,60,3.12,0,9.428,0,0,66,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,1,cluster0
274,0.487,0,147,2.28,1.14,16.217,0,0,373,0,0,0,1.14,3.42,0,0.57,0,0,0.57,0,0.57,0,0.57,0,0.57,0.57,0.081,0,1,cluster0
275,0.085,0.057,39,0.17,0.7,3.564,0,0,417,0,0.35,0,0,0.88,0,0,0.35,0.17,0.17,0.52,0,0,0.17,0,0.7,0.52,0.229,0,1,cluster1
276,0.401,0.267,61,0,0.47,3.459,0.95,0,256,0,0.95,0,0.95,1.42,0,0.47,0,0.95,0,0,0,0,0,0.47,0,0,0,0,1,cluster0
277,0.487,0,147,2.28,1.14,16.217,0,0,373,0,0,0,1.14,3.42,0,0.57,0,0,0.57,0,0.57,0,0.57,0,0.57,0.57,0.081,0,1,cluster0
278,0.315,0,149,0.17,0.51,6.364,0.17,0,942,0,0,0,0.34,0.34,0,0.69,0.17,0,0.34,0,0,0.17,0.51,0,0.86,0,0.026,0,1,cluster1
279,0.487,0,147,2.28,1.14,16.217,0,0,373,0,0,0,1.14,3.42,0,0.57,0,0,0.57,0,0.57,0,0.57,0,0.57,0.57,0.081,0,1,cluster0
280,0.54,0.18,140,3.27,1.63,14.818,1.63,0,163,0,0,0,0,0,0,0,0,1.63,1.63,0,0,0,0,0,0,0,0.18,0,1,cluster0
281,0.764,0.784,45,0.14,0,4.979,0.87,0,1200,0,0,0,0.29,0.58,0,0.14,0.29,0,0,0,0,0,0,0.58,1.46,0,0.02,0,1,cluster1
282,0.632,0.03,132,0.19,0.95,6.789,0.19,0,869,0,0,0,0.38,0.19,0,0.76,0.19,0,0.38,0,0,0.19,0.57,0,0.95,0,0.09,0,1,cluster1
283,1.453,0.129,64,0.2,2.62,3.946,0.4,0.6,513,0,0.2,0,0.2,2.21,0,0.6,0.2,1.61,0,0.6,0.6,1.81,0.2,0.2,0.4,1.2,0,0,1,cluster0
284,0.531,0,28,0,2.75,2.9,0,0,87,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,1,cluster0
285,0.732,0.753,45,0.15,0,5.058,0.92,0,1128,0,0,0,0.3,0.61,0,0.15,0.3,0,0,0,0,0,0,0.61,1.53,0,0.02,0,1,cluster1
286,0.867,0,20,0,0,2.22,0.52,0,131,0,0,0,0.52,1.56,0,0.52,0,0,0.52,0,0,0,0,0,0,0,0,0,1,cluster1
287,1.117,0,7,0,1.28,1.206,0.42,0,117,0,0,0,0.42,2.14,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster0
288,0.01,0.167,12,0.06,1.15,1.733,0,0.06,442,0,0.84,0,1.57,4.48,0,0.18,0.06,0.72,0,0.06,0.36,0.24,0.12,0.06,0.06,0.54,0,0,1,cluster0
289,0.785,0.065,92,0.2,2.92,4.064,0.1,0.2,817,0.1,0,0,0.2,2.4,0.1,0.73,0.31,1.14,0.1,0.62,0.1,0.93,0.31,0.1,0.31,1.04,0,0,1,cluster0
290,0.841,0.21,295,5.4,0.9,24.785,5.4,0,347,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,1,cluster0
291,1.158,0.057,63,0.17,4.12,5.163,0,0.35,599,0,0,0,0.53,1.97,0,0.71,0.35,1.79,0.17,0.89,0.17,1.61,0.53,0.17,0,1.61,0,0,1,cluster0
292,0.348,0.103,119,0.08,0.77,5.392,0.51,0.17,1456,0,0.08,0,1.46,3.43,0,0.34,0,0.08,0.17,0,0.17,0,0.08,0.25,0.08,1.37,0.012,0,1,cluster0
293,0.841,0.036,52,0.23,1.84,1.862,0,0.23,285,0,0,0,1.15,2.76,0,0,0,0.69,0.46,0.23,0,0,0.46,0,0.69,0.69,0,0,1,cluster0
294,0,0.032,15,0,0.06,1.206,0,0,240,0,0,0,0.78,0.32,0,0.39,0.13,0,0,0.06,0,0,0.19,0.06,0,0.26,0,0.06,1,cluster1
295,0.702,0.263,47,0,1.05,6.487,1.05,0.52,266,0,1.58,0,0,3.7,0,0,0.52,0,0,1.05,0,1.05,0,0,0,1.05,0,0,1,cluster0
296,0,0.157,10,0.32,3.24,1.494,0.32,0.32,139,0,0,0,0.64,2.27,0,0.32,0,0.32,0,0.64,0.64,0,0,0,0,0.32,0,0,1,cluster0
297,0.715,0.318,22,0,5.97,2.345,0.54,0,129,0,0.54,0,1.63,2.17,0,0.54,0,0.54,0,0,0,0,0,0,0,0.54,0,0,1,cluster0
298,0.759,0.253,16,0,3.27,2,1.63,0,36,0,0,0,0,3.27,0,1.63,0,0,0,0,0,0,0,1.63,0,0,0,0,1,cluster0
299,0.242,0.107,35,0,0.94,2.623,0,0.18,244,0,0,0.18,0,2.45,0,0.56,0,0.37,1.32,0.18,0.94,0,0.75,0.37,0,2.07,0,0,1,cluster0
300,0.411,0,60,0.35,2.82,2.917,0.7,0,213,0,0,0,0.35,5.3,0,0.35,0.35,1.06,0,1.41,0.7,2.82,0,0,0,1.06,0,0,1,cluster0
301,0,0,6,2.41,2.06,1.888,0,0,68,0,0,0,1.03,4.13,0,0.34,2.06,0,1.03,0.34,0,0,1.72,0,3.44,2.06,0,0,1,cluster0
302,0.295,0.107,34,0,0.94,2.542,0,0.18,239,0,0,0.18,0,2.45,0,0.56,0,0.37,1.32,0.37,0.94,0,0.75,0.37,0,2.07,0,0,1,cluster0
303,0.551,0.459,22,0.64,3.2,2.333,0.64,0,119,0,0.64,0,1.28,1.28,0,0.64,0,0.64,0,0,0,0,0,0,0,0.64,0,0,1,cluster0
